LineId,Date,Time,Level,Node,Component,Id,Content,EventId,EventTemplate
481,29/07/15,"19:36:49,735",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:33255,E40,Received connection request /<*>:<*>
482,29/07/15,"19:36:52,879",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error ="
483,29/07/15,"19:36:53,074",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:33266,E40,Received connection request /<*>:<*>
484,29/07/15,"19:36:56,220",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue
485,29/07/15,"19:36:56,302",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:51296,E40,Received connection request /<*>:<*>
486,29/07/15,"19:36:56,303",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error ="
487,29/07/15,"19:36:59,746",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.13:33282,E40,Received connection request /<*>:<*>
488,29/07/15,"19:37:02,901",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue
489,29/07/15,"19:37:09,774",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,762,"Connection broken for id 188978561024, my id = 1, error =",E11,"Connection broken for id <*>, my id = <*>, error ="
490,29/07/15,"19:37:12,919",WARN,SendWorker,188978561024:QuorumCnxManager$SendWorker,679,Interrupted while waiting for message on queue,E24,Interrupted while waiting for message on queue
491,29/07/15,"19:37:12,920",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.11:49518,E40,Received connection request /<*>:<*>
492,29/07/15,"19:37:13,114",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker
493,29/07/15,"19:37:19,676",WARN,RecvWorker,188978561024:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker
494,29/07/15,"19:37:19,683",INFO,/10.10.34.11,3888:QuorumCnxManager$Listener,493,Received connection request /10.10.34.12:51380,E40,Received connection request /<*>:<*>
495,29/07/15,"19:52:04,792",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.18:42772 which had sessionid 0x14ed93111f20005,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
496,29/07/15,"19:52:05,118",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
497,29/07/15,"19:52:09,519",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:45542 which had sessionid 0x14ed93111f20002,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
498,29/07/15,"19:54:13,615",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,832,Client attempting to renew session 0x24ed93119420016 at /10.10.34.13:37115,E8,Client attempting to renew session <*> at /<*>:<*>
499,29/07/15,"19:54:45,337",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:37106 which had sessionid 0x14ed93111f20010,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
500,29/07/15,"21:01:41,504",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.19:33425,E7,Client attempting to establish new session at /<*>:<*>
501,29/07/15,"21:34:45,452",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f20027 with negotiated timeout 10000 for client /10.10.34.13:37177,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
502,29/07/15,"21:34:48,285",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f2002b with negotiated timeout 10000 for client /10.10.34.22:47073,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
503,29/07/15,"21:39:24,986",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.13:37196,E2,Accepted socket connection from /<*>:<*>
504,29/07/15,"21:39:28,234",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.26:56952,E2,Accepted socket connection from /<*>:<*>
505,29/07/15,"23:44:21,576",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:49557 which had sessionid 0x14ed93111f20048,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
506,29/07/15,"23:44:28,903",ERROR,CommitProcessor,1:NIOServerCnxn,180,Unexpected Exception:,E50,Unexpected Exception:
507,29/07/15,"23:52:08,962",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f2005b with negotiated timeout 10000 for client /10.10.34.28:52117,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
508,29/07/15,"23:52:09,163",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.30:38562,E2,Accepted socket connection from /<*>:<*>
509,29/07/15,"23:52:09,783",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.36:32876,E2,Accepted socket connection from /<*>:<*>
510,29/07/15,"23:52:09,785",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f2005f with negotiated timeout 10000 for client /10.10.34.36:32876,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
511,30/07/15,"13:47:25,927",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:45997,E2,Accepted socket connection from /<*>:<*>
512,30/07/15,"14:42:40,474",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:49346,E2,Accepted socket connection from /<*>:<*>
513,30/07/15,"14:47:15,835",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f20079 with negotiated timeout 20000 for client /10.10.34.11:49800,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
514,30/07/15,"14:52:21,906",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.29:39382 which had sessionid 0x14ed93111f2005d,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
515,30/07/15,"14:52:36,477",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f2007c with negotiated timeout 10000 for client /10.10.34.11:50276,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
516,30/07/15,"14:53:21,340",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:50286,E7,Client attempting to establish new session at /<*>:<*>
517,30/07/15,"15:00:24,824",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:50301,E7,Client attempting to establish new session at /<*>:<*>
518,30/07/15,"15:00:24,825",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f20082 with negotiated timeout 10000 for client /10.10.34.11:50301,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
519,30/07/15,"15:23:21,827",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:50402,E7,Client attempting to establish new session at /<*>:<*>
520,30/07/15,"15:35:04,462",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.20:56414,E7,Client attempting to establish new session at /<*>:<*>
521,30/07/15,"15:41:40,669",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:50940 which had sessionid 0x14ed93111f20099,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
522,30/07/15,"16:09:17,019",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:52893 which had sessionid 0x14ed93111f2009b,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
523,30/07/15,"16:12:01,554",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.19:33442; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
524,30/07/15,"16:12:02,180",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.29:39387,E2,Accepted socket connection from /<*>:<*>
525,30/07/15,"16:18:34,053",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:53821,E7,Client attempting to establish new session at /<*>:<*>
526,30/07/15,"16:18:34,149",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:45668,E7,Client attempting to establish new session at /<*>:<*>
527,30/07/15,"16:18:36,818",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.20:56418; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
528,30/07/15,"16:18:38,680",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.42:34164; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
529,30/07/15,"16:21:28,258",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:45675,E7,Client attempting to establish new session at /<*>:<*>
530,30/07/15,"16:34:50,091",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.11:54411; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
531,30/07/15,"16:44:26,593",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:45682 which had sessionid 0x14ed93111f200cd,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
532,30/07/15,"16:44:36,930",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:37454; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
533,30/07/15,"17:06:34,257",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:45697 which had sessionid 0x14ed93111f200d6,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
534,30/07/15,"17:06:40,616",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:54632,E7,Client attempting to establish new session at /<*>:<*>
535,30/07/15,"17:06:40,816",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ed93111f200df with negotiated timeout 10000 for client /10.10.34.13:37467,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
536,30/07/15,"17:11:54,937",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
537,30/07/15,"17:13:32,714",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:54738,E7,Client attempting to establish new session at /<*>:<*>
538,30/07/15,"17:22:34,245",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
539,30/07/15,"17:36:31,976",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.11:54983 which had sessionid 0x14ed93111f200f0,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
540,30/07/15,"17:43:58,186",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:user.dir=/,E44,Server environment:<*>
541,30/07/15,"17:49:05,943",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.12:45728; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
542,30/07/15,"17:55:26,200",WARN,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>
543,30/07/15,"18:18:01,981",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.12:43125,E7,Client attempting to establish new session at /<*>:<*>
544,30/07/15,"18:18:02,003",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ede63a5a70002,E38,Processed session termination for sessionid: <*>
545,30/07/15,"18:18:30,005",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ede65503f0010,E38,Processed session termination for sessionid: <*>
546,30/07/15,"19:50:21,400",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
547,30/07/15,"19:50:32,001",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ede63a5a70023,E38,Processed session termination for sessionid: <*>
548,30/07/15,"19:59:02,538",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:38053; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
549,30/07/15,"19:59:08,004",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ede65503f002b,E38,Processed session termination for sessionid: <*>
550,30/07/15,"20:06:34,001",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x24ede63a01b003b, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded"
551,30/07/15,"20:06:34,003",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x24ede63a01b003b,E38,Processed session termination for sessionid: <*>
552,30/07/15,"20:13:46,001",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x34ede65503f0036, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded"
553,30/07/15,"20:13:46,004",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x34ede65503f0039,E38,Processed session termination for sessionid: <*>
554,30/07/15,"20:17:12,294",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
555,30/07/15,"20:34:58,003",INFO,ProcessThread(sid,1 cport:-1)::PrepRequestProcessor,476,Processed session termination for sessionid: 0x14ede63a5a7003a,E38,Processed session termination for sessionid: <*>
556,30/07/15,"20:35:02,324",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:38079; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
557,30/07/15,"21:03:35,465",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
558,30/07/15,"21:03:35,468",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:38088 which had sessionid 0x14ede63a5a70048,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
559,30/07/15,"21:03:44,632",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.11:40489; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
560,30/07/15,"21:03:44,634",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ede63a5a7004b with negotiated timeout 10000 for client /10.10.34.11:40489,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
561,30/07/15,"21:03:47,578",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.21:37904,E7,Client attempting to establish new session at /<*>:<*>
562,30/07/15,"23:03:42,133",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.17:51214 which had sessionid 0x14ede63a5a70053,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
563,30/07/15,"23:03:52,001",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x34ede65503f005c, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded"
564,30/07/15,"23:03:54,002",INFO,SessionTracker,ZooKeeperServer,325,"Expiring session 0x24ede63a01b0062, timeout of 10000ms exceeded",E15,"Expiring session <*>, timeout of <*>ms exceeded"
565,30/07/15,"23:43:22,414",WARN,LearnerHandler-/10.10.34.12,35276:LearnerHandler,575,******* GOODBYE /10.10.34.12:35276 ********,E1,******* GOODBYE /<*>:<*> ********
566,30/07/15,"23:43:23,613",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,670,LOOKING,E26,LOOKING
567,30/07/15,"23:44:01,784",WARN,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>
568,30/07/15,"23:44:04,784",WARN,WorkerSender[myid=1],QuorumCnxManager,368,Cannot open channel to 3 at election address /10.10.34.13:3888,E5,Cannot open channel to <*> at election address /<*>:<*>
569,30/07/15,"23:44:58,183",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>
570,30/07/15,"23:49:40,005",WARN,RecvWorker,3:QuorumCnxManager$RecvWorker,765,Interrupting SendWorker,E25,Interrupting SendWorker
571,30/07/15,"23:52:26,272",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,774,Notification time out: 60000,E31,Notification time out: <*>
572,31/07/15,"00:02:57,202",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.40:40996; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
573,31/07/15,"00:17:52,585",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14edfaa86f60013 with negotiated timeout 10000 for client /10.10.34.27:44600,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
574,31/07/15,"00:19:18,655",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
575,31/07/15,"00:19:19,582",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
576,31/07/15,"00:19:37,018",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.16:39498; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
577,31/07/15,"11:01:40,975",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.13:54485 which had sessionid 0x14edfaa86f60021,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
578,31/07/15,"11:01:54,714",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.12:34568,E2,Accepted socket connection from /<*>:<*>
579,31/07/15,"11:01:57,854",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.25:58975; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
580,31/07/15,"11:09:01,762",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.33:39730; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
581,31/07/15,"15:31:40,971",INFO,Thread-1,QuorumCnxManager$Listener,486,My election bind port: 0.0.0.0/0.0.0.0:3888,E29,My election bind port: <*>/<*>:<*>
582,31/07/15,"15:31:40,999",INFO,WorkerSender[myid=1],QuorumCnxManager,190,"Have smaller server identifier, so dropping the connection: (2, 1)",E23,"Have smaller server identifier, so dropping the connection: (<*>, <*>)"
583,31/07/15,"15:31:42,213",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,738,FOLLOWING,E18,FOLLOWING
584,31/07/15,"15:33:29,640",WARN,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumCnxManager,368,Cannot open channel to 2 at election address /10.10.34.12:3888,E5,Cannot open channel to <*> at election address /<*>:<*>
585,31/07/15,"19:30:07,398",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:QuorumPeer,670,LOOKING,E26,LOOKING
586,31/07/15,"19:30:07,403",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:FastLeaderElection,740,"New election. My id =  1, proposed zxid=0x700000000",E30,"New election. My id =  <*>, proposed zxid=<*>"
587,31/07/15,"19:30:07,445",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Environment,100,Server environment:host.name=mesos-master-1,E44,Server environment:<*>
588,31/07/15,"19:30:07,452",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Follower,63,FOLLOWING - LEADER ELECTION TOOK - 49,E19,FOLLOWING - LEADER ELECTION TOOK - <*>
589,31/07/15,"21:11:05,474",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ee3e057ed000c with negotiated timeout 10000 for client /10.10.34.37:49834,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
590,31/07/15,"21:23:08,968",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory,197,Accepted socket connection from /10.10.34.11:40061,E2,Accepted socket connection from /<*>:<*>
591,31/07/15,"21:23:08,969",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.11:40061,E7,Client attempting to establish new session at /<*>:<*>
592,31/07/15,"21:23:10,926",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.13:39525; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
593,31/07/15,"21:23:12,897",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.35:48971; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
594,31/07/15,"21:24:43,960",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
595,31/07/15,"21:32:18,390",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14ee3e057ed002c with negotiated timeout 10000 for client /10.10.34.19:43049,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
596,31/07/15,"21:32:20,131",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.40:58713,E7,Client attempting to establish new session at /<*>:<*>
597,31/07/15,"21:44:41,270",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.12:59661 which had sessionid 0x14ee3e057ed0027,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
598,07/08/15,"07:27:47,425",INFO,WorkerReceiver[myid=1],FastLeaderElection,542,"Notification: 3 (n.leader), 0x700000197 (n.zxid), 0x1 (n.round), LEADING (n.state), 3 (n.sid), 0x7 (n.peerEPoch), LOOKING (my state)",E34,"Notification: <*> (n.leader), <*> (n.zxid), <*> (n.round), LEADING (n.state), <*> (n.sid), <*> (n.peerEPoch), LOOKING (my state)"
599,07/08/15,"07:27:47,650",INFO,QuorumPeer[myid=1]/0,0:0:0:0:0:0:0:2181:Follower,63,FOLLOWING - LEADER ELECTION TOOK - 238,E19,FOLLOWING - LEADER ELECTION TOOK - <*>
600,10/08/15,"17:52:39,654",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f05578bd80002 with negotiated timeout 10000 for client /10.10.34.12:46262,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
601,10/08/15,"17:53:06,869",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
602,10/08/15,"17:53:22,767",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,839,Client attempting to establish new session at /10.10.34.15:54175,E7,Client attempting to establish new session at /<*>:<*>
603,10/08/15,"17:53:22,870",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:ZooKeeperServer,793,Connection request from old client /10.10.34.16:40418; will be dropped if server is in r-o mode,E12,Connection request from old client /<*>:<*>; will be dropped if server is in r-o mode
604,10/08/15,"18:12:23,970",INFO,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,1001,Closed socket connection for client /10.10.34.19:57338 which had sessionid 0x14f05578bd8000d,E10,Closed socket connection for client /<*>:<*> which had sessionid <*>
605,10/08/15,"18:12:24,076",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
606,10/08/15,"18:12:24,375",WARN,NIOServerCxn.Factory,0.0.0.0/0.0.0.0:2181:NIOServerCnxn,349,caught end of stream exception,E6,caught end of stream exception
607,10/08/15,"18:13:25,200",INFO,CommitProcessor,1:ZooKeeperServer,595,Established session 0x14f05578bd80020 with negotiated timeout 10000 for client /10.10.34.11:38390,E13,Established session <*> with negotiated timeout <*> for client /<*>:<*>
608,10/08/15,"18:23:49,901",INFO,main,DatadirCleanupManager,78,autopurge.snapRetainCount set to 3,E4,autopurge.snapRetainCount set to <*>
